transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,month,day_of_week,is_weekend
TXN_4915908,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-06-06,June,Tuesday,Weekday
TXN_7146613,Smoothie,1.0,4.0,4.0,Cash,Unknown,2023-08-01,August,Tuesday,Weekday
TXN_8219519,Tea,5.0,1.5,7.5,Unknown,Unknown,2023-11-29,November,Wednesday,Weekday
TXN_7867311,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-07-17,July,Monday,Weekday
TXN_4798534,Unknown,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-07-23,July,Sunday,Weekend
TXN_9844703,Unknown,2.0,1.5,3.0,Unknown,Unknown,2023-05-18,May,Thursday,Weekday
TXN_4147073,Unknown,4.0,3.0,12.0,Cash,Takeaway,2023-06-16,June,Friday,Weekday
TXN_4203585,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-09-03,September,Sunday,Weekend
TXN_7222483,Sandwich,5.0,4.0,20.0,Unknown,Takeaway,2023-05-02,May,Tuesday,Weekday
TXN_9996968,Sandwich,1.0,3.0,4.0,Cash,In-store,2023-10-14,October,Saturday,Weekend
TXN_4472156,Cookie,1.0,1.0,1.0,Unknown,In-store,2023-11-03,November,Friday,Weekday
TXN_9121852,Cookie,1.0,1.0,1.0,Credit Card,Unknown,2023-11-03,November,Friday,Weekday
TXN_7043825,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-02-07,February,Tuesday,Weekday
TXN_2195630,Sandwich,5.0,3.0,20.0,Credit Card,Takeaway,2023-03-09,March,Thursday,Weekday
TXN_2539318,Sandwich,4.0,4.0,16.0,Digital Wallet,Unknown,2023-01-15,January,Sunday,Weekend
TXN_5788769,Juice,1.0,3.0,3.0,Cash,In-store,2023-07-19,July,Wednesday,Weekday
TXN_3628056,Cake,4.0,3.0,12.0,Cash,In-store,2023-07-09,July,Sunday,Weekend
TXN_5735731,Smoothie,2.0,3.0,8.0,Credit Card,Unknown,2023-01-22,January,Sunday,Weekend
TXN_2424930,Tea,5.0,1.5,7.5,Digital Wallet,Unknown,2023-01-20,January,Friday,Weekday
TXN_5856820,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-07-18,July,Tuesday,Weekday
TXN_3753993,Sandwich,5.0,4.0,20.0,Credit Card,Unknown,2023-04-01,April,Saturday,Weekend
TXN_3001647,Unknown,1.0,5.0,5.0,Unknown,Unknown,2023-07-01,July,Saturday,Weekend
TXN_9354616,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-01-27,January,Friday,Weekday
TXN_3749365,Cookie,3.0,1.0,3.0,Cash,Unknown,2023-01-19,January,Thursday,Weekday
TXN_6900785,Juice,1.0,3.0,3.0,Unknown,Takeaway,2023-09-25,September,Monday,Weekday
TXN_5775113,Salad,1.0,5.0,5.0,Digital Wallet,Unknown,2023-10-23,October,Monday,Weekday
TXN_5268203,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-04,March,Saturday,Weekend
TXN_3483570,Sandwich,2.0,4.0,8.0,Unknown,Takeaway,2023-03-21,March,Tuesday,Weekday
TXN_7406393,Unknown,5.0,1.5,7.5,Credit Card,Takeaway,2023-06-18,June,Sunday,Weekend
TXN_5226635,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-01,February,Wednesday,Weekday
TXN_5469063,Coffee,2.0,2.0,4.0,Unknown,Takeaway,2023-02-24,February,Friday,Weekday
TXN_9278992,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-12-15,December,Friday,Weekday
TXN_4369292,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-09,October,Monday,Weekday
TXN_6011884,Tea,5.0,1.5,7.5,Unknown,Unknown,2023-12-25,December,Monday,Weekday
TXN_2952715,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-12-25,December,Monday,Weekday
TXN_3912727,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-04-13,April,Thursday,Weekday
TXN_1951569,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-02-27,February,Monday,Weekday
TXN_6983139,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-12-18,December,Monday,Weekday
TXN_6787560,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-07-13,July,Thursday,Weekday
TXN_5977414,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-08-06,August,Sunday,Weekend
TXN_8517379,Unknown,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-23,September,Saturday,Weekend
TXN_5485384,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-03-04,March,Saturday,Weekend
TXN_9285663,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-11-18,November,Saturday,Weekend
TXN_9074075,Juice,5.0,3.0,15.0,Credit Card,Unknown,2023-08-14,August,Monday,Weekday
TXN_8050034,Cookie,4.0,1.0,4.0,Unknown,In-store,2023-07-29,July,Saturday,Weekend
TXN_8842223,Sandwich,5.0,3.0,20.0,Digital Wallet,In-store,2023-01-01,January,Sunday,Weekend
TXN_5121322,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-12-17,December,Sunday,Weekend
TXN_3091582,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-11-28,November,Tuesday,Weekday
TXN_8550184,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-04-05,April,Wednesday,Weekday
TXN_7604352,Coffee,3.0,2.0,6.0,Unknown,Takeaway,2023-12-19,December,Tuesday,Weekday
TXN_6899248,Unknown,5.0,3.0,15.0,Unknown,Unknown,2023-12-13,December,Wednesday,Weekday
TXN_2773491,Salad,5.0,5.0,25.0,Cash,Unknown,2023-11-14,November,Tuesday,Weekday
TXN_3071617,Unknown,4.0,1.0,4.0,Credit Card,Unknown,2023-12-15,December,Friday,Weekday
TXN_3712466,Cake,5.0,3.0,15.0,Digital Wallet,Unknown,2023-04-10,April,Monday,Weekday
TXN_3670298,Unknown,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-04,February,Saturday,Weekend
TXN_4901854,Cookie,5.0,1.0,5.0,Unknown,Unknown,2023-04-23,April,Sunday,Weekend
TXN_7590801,Tea,3.0,3.0,6.0,Cash,Takeaway,2023-04-23,April,Sunday,Weekend
TXN_6962242,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-30,June,Friday,Weekday
TXN_5780931,Tea,4.0,1.5,6.0,Digital Wallet,Unknown,2023-10-06,October,Friday,Weekday
TXN_4563679,Coffee,4.0,2.0,8.0,Unknown,In-store,2023-09-11,September,Monday,Weekday
TXN_6290642,Coffee,4.0,2.0,8.0,Unknown,Takeaway,2023-12-23,December,Saturday,Weekend
TXN_6177865,Juice,5.0,3.0,15.0,Digital Wallet,Unknown,2023-01-30,January,Monday,Weekday
TXN_8115752,Smoothie,2.0,4.0,8.0,Digital Wallet,Unknown,2023-06-27,June,Tuesday,Weekday
TXN_9253398,Sandwich,2.0,4.0,8.0,Unknown,Takeaway,2023-12-14,December,Thursday,Weekday
TXN_3116227,Cake,1.0,3.0,3.0,Digital Wallet,Unknown,2023-05-30,May,Tuesday,Weekday
TXN_2494138,Cookie,3.0,1.0,3.0,Cash,Unknown,2023-01-10,January,Tuesday,Weekday
TXN_4889269,Cake,2.0,3.0,6.0,Cash,Unknown,2023-02-19,February,Sunday,Weekend
TXN_9503369,Cookie,3.0,1.0,1.0,Unknown,Takeaway,2023-02-19,February,Sunday,Weekend
TXN_6105240,Juice,5.0,3.0,15.0,Unknown,In-store,2023-11-27,November,Monday,Weekday
TXN_8808162,Smoothie,4.0,4.0,16.0,Digital Wallet,Unknown,2023-05-07,May,Sunday,Weekend
TXN_4548466,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-11-30,November,Thursday,Weekday
TXN_3195257,Unknown,3.0,5.0,5.0,Cash,Unknown,2023-10-09,October,Monday,Weekday
TXN_9835676,Cookie,2.0,1.0,2.0,Digital Wallet,Unknown,2023-03-30,March,Thursday,Weekday
TXN_9728454,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-03,January,Tuesday,Weekday
TXN_5907854,Juice,3.0,3.0,9.0,Unknown,In-store,2023-11-11,November,Saturday,Weekend
TXN_8685846,Tea,5.0,1.5,7.5,Credit Card,Unknown,2023-12-27,December,Wednesday,Weekday
TXN_1726774,Salad,3.0,5.0,15.0,Unknown,Unknown,2023-11-16,November,Thursday,Weekday
TXN_2594430,Coffee,1.0,2.0,2.0,Unknown,Unknown,2023-05-18,May,Thursday,Weekday
TXN_5750278,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-06-08,June,Thursday,Weekday
TXN_6714931,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-07-02,July,Sunday,Weekend
TXN_5537740,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-04-30,April,Sunday,Weekend
TXN_9433769,Cake,4.0,3.0,12.0,Digital Wallet,Unknown,2023-08-13,August,Sunday,Weekend
TXN_5944206,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-12,May,Friday,Weekday
TXN_9212178,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-11-18,November,Saturday,Weekend
TXN_2915856,Tea,1.0,1.5,1.5,Unknown,In-store,2023-06-19,June,Monday,Weekday
TXN_4376214,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-04-26,April,Wednesday,Weekday
TXN_9201212,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-06-08,June,Thursday,Weekday
TXN_7752454,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-06-08,June,Thursday,Weekday
TXN_7055260,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-20,June,Tuesday,Weekday
TXN_4773465,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-11-28,November,Tuesday,Weekday
TXN_9087344,Tea,5.0,1.5,7.5,Cash,Unknown,2023-07-29,July,Saturday,Weekend
TXN_1757340,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-12-29,December,Friday,Weekday
TXN_9975321,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-03-25,March,Saturday,Weekend
TXN_8148137,Tea,1.0,1.5,1.5,Unknown,In-store,2023-03-25,March,Saturday,Weekend
TXN_1681216,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-03-23,March,Thursday,Weekday
TXN_3835043,Juice,2.0,3.0,6.0,Cash,Unknown,2023-12-29,December,Friday,Weekday
TXN_8366002,Sandwich,2.0,4.0,8.0,Credit Card,Unknown,2023-12-26,December,Tuesday,Weekday
TXN_9390740,Cake,2.0,3.0,6.0,Cash,In-store,2023-12-06,December,Wednesday,Weekday
TXN_4928254,Cake,1.0,3.0,3.0,Credit Card,Unknown,2023-12-22,December,Friday,Weekday
TXN_5191642,Salad,3.0,5.0,25.0,Cash,Unknown,2023-04-15,April,Saturday,Weekend
TXN_9117434,Cake,1.0,3.0,3.0,Unknown,In-store,2023-07-18,July,Tuesday,Weekday
TXN_2820788,Unknown,5.0,1.0,5.0,Unknown,Unknown,2023-09-25,September,Monday,Weekday
TXN_3593060,Smoothie,3.0,3.0,16.0,Cash,Unknown,2023-03-05,March,Sunday,Weekend
TXN_7531745,Cake,2.0,3.0,6.0,Cash,Unknown,2023-06-23,June,Friday,Weekday
TXN_1082421,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-12-19,December,Tuesday,Weekday
TXN_2148444,Juice,2.0,3.0,6.0,Cash,Unknown,2023-11-27,November,Monday,Weekday
TXN_5402385,Unknown,2.0,3.0,6.0,Cash,In-store,2023-06-18,June,Sunday,Weekend
TXN_1494502,Salad,5.0,5.0,25.0,Digital Wallet,Unknown,2023-06-18,June,Sunday,Weekend
TXN_9277146,Cake,5.0,3.0,15.0,Credit Card,Unknown,2023-07-11,July,Tuesday,Weekday
TXN_9333347,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-09-10,September,Sunday,Weekend
TXN_9127105,Juice,3.0,3.0,9.0,Cash,Unknown,2023-03-04,March,Saturday,Weekend
TXN_1417724,Sandwich,2.0,4.0,8.0,Digital Wallet,Unknown,2023-06-07,June,Wednesday,Weekday
TXN_6451377,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-03-19,March,Sunday,Weekend
TXN_2142961,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-09-21,September,Thursday,Weekday
TXN_5927884,Coffee,4.0,2.0,8.0,Unknown,Unknown,2023-12-21,December,Thursday,Weekday
TXN_8588335,Salad,4.0,5.0,20.0,Credit Card,Unknown,2023-09-04,September,Monday,Weekday
TXN_6738350,Juice,2.0,3.0,6.0,Digital Wallet,Unknown,2023-11-02,November,Thursday,Weekday
TXN_5575561,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-13,February,Monday,Weekday
TXN_1007347,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-08-28,August,Monday,Weekday
TXN_8933459,Juice,1.0,3.0,3.0,Unknown,Unknown,2023-12-31,December,Sunday,Weekend
TXN_3678091,Juice,3.0,3.0,9.0,Cash,Unknown,2023-09-07,September,Thursday,Weekday
TXN_7692628,Tea,2.0,1.5,3.0,Cash,Unknown,2023-05-01,May,Monday,Weekday
TXN_6731518,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-12-04,December,Monday,Weekday
TXN_3455702,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-03-23,March,Thursday,Weekday
TXN_7794561,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-05-18,May,Thursday,Weekday
TXN_8908193,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-04-02,April,Sunday,Weekend
TXN_7688625,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-12-15,December,Friday,Weekday
TXN_7012065,Coffee,3.0,2.0,6.0,Unknown,Unknown,2023-08-05,August,Saturday,Weekend
TXN_4323570,Unknown,1.0,1.0,1.0,Cash,Unknown,2023-03-04,March,Saturday,Weekend
TXN_8831924,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-07-12,July,Wednesday,Weekday
TXN_2865104,Cake,5.0,3.0,15.0,Unknown,In-store,2023-03-12,March,Sunday,Weekend
TXN_1360998,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-07-30,July,Sunday,Weekend
TXN_4125921,Juice,5.0,3.0,15.0,Credit Card,Unknown,2023-01-26,January,Thursday,Weekday
TXN_4657842,Unknown,3.0,1.0,5.0,Cash,Takeaway,2023-09-29,September,Friday,Weekday
TXN_8149585,Juice,1.0,3.0,3.0,Credit Card,Unknown,2023-02-21,February,Tuesday,Weekday
TXN_9047278,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-06-20,June,Tuesday,Weekday
TXN_8666003,Smoothie,4.0,4.0,16.0,Unknown,Takeaway,2023-06-09,June,Friday,Weekday
TXN_7606512,Cookie,5.0,1.0,5.0,Cash,Unknown,2023-12-03,December,Sunday,Weekend
TXN_1819615,Coffee,4.0,2.0,8.0,Unknown,Unknown,2023-06-03,June,Saturday,Weekend
TXN_1931404,Cake,5.0,3.0,15.0,Unknown,In-store,2023-10-01,October,Sunday,Weekend
TXN_4516901,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-09-05,September,Tuesday,Weekday
TXN_6817795,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-09-12,September,Tuesday,Weekday
TXN_4643515,Unknown,1.0,4.0,4.0,Digital Wallet,In-store,2023-10-03,October,Tuesday,Weekday
TXN_9762385,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-05-19,May,Friday,Weekday
TXN_6809170,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-10,August,Thursday,Weekday
TXN_7365744,Cookie,4.0,1.0,4.0,Cash,In-store,2023-08-20,August,Sunday,Weekend
TXN_9847116,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-07-28,July,Friday,Weekday
TXN_8356338,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-08-06,August,Sunday,Weekend
TXN_4413506,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-29,October,Sunday,Weekend
TXN_1057209,Unknown,5.0,1.0,5.0,Credit Card,In-store,2023-09-17,September,Sunday,Weekend
TXN_9534685,Salad,1.0,5.0,5.0,Unknown,Takeaway,2023-04-27,April,Thursday,Weekday
TXN_4893692,Salad,2.0,5.0,10.0,Unknown,Unknown,2023-01-02,January,Monday,Weekday
TXN_5680629,Cake,2.0,3.0,6.0,Unknown,Takeaway,2023-04-30,April,Sunday,Weekend
TXN_2494194,Salad,5.0,5.0,25.0,Digital Wallet,Unknown,2023-02-11,February,Saturday,Weekend
TXN_4549825,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-02-11,February,Saturday,Weekend
TXN_4737392,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-02-17,February,Friday,Weekday
TXN_9538738,Coffee,4.0,2.0,8.0,Cash,In-store,2023-09-25,September,Monday,Weekday
TXN_1854102,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-07-18,July,Tuesday,Weekday
TXN_3109692,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-06-21,June,Wednesday,Weekday
TXN_5395229,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-11-29,November,Wednesday,Weekday
TXN_8918902,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-05-22,May,Monday,Weekday
TXN_8837375,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-11-21,November,Tuesday,Weekday
TXN_3952218,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-04-07,April,Friday,Weekday
TXN_3225552,Salad,1.0,5.0,5.0,Unknown,In-store,2023-05-16,May,Tuesday,Weekday
TXN_7950226,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-10-13,October,Friday,Weekday
TXN_9086541,Salad,3.0,5.0,15.0,Cash,In-store,2023-02-15,February,Wednesday,Weekday
TXN_1817596,Tea,2.0,1.5,3.0,Unknown,In-store,2023-11-04,November,Saturday,Weekend
TXN_7644786,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-01-20,January,Friday,Weekday
TXN_8017969,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-26,March,Sunday,Weekend
TXN_6667388,Cake,3.0,3.0,9.0,Cash,In-store,2023-08-14,August,Monday,Weekday
TXN_3488611,Tea,1.0,1.5,1.5,Cash,Unknown,2023-02-13,February,Monday,Weekday
TXN_3165950,Unknown,1.0,2.0,2.0,Digital Wallet,Unknown,2023-02-13,February,Monday,Weekday
TXN_3109334,Smoothie,3.0,4.0,12.0,Unknown,In-store,2023-04-06,April,Thursday,Weekday
TXN_9425645,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-19,March,Sunday,Weekend
TXN_2461238,Coffee,1.0,2.0,2.0,Unknown,Takeaway,2023-01-29,January,Sunday,Weekend
TXN_4692976,Juice,1.0,3.0,3.0,Digital Wallet,Unknown,2023-11-06,November,Monday,Weekday
TXN_6747376,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-20,November,Monday,Weekday
TXN_3689335,Juice,1.0,3.0,3.0,Unknown,Takeaway,2023-12-11,December,Monday,Weekday
TXN_9662568,Tea,5.0,1.5,7.5,Cash,Unknown,2023-10-30,October,Monday,Weekday
TXN_9817681,Unknown,4.0,1.5,6.0,Unknown,Takeaway,2023-10-30,October,Monday,Weekday
TXN_5470087,Salad,2.0,5.0,10.0,Unknown,Takeaway,2023-10-11,October,Wednesday,Weekday
TXN_3717372,Juice,2.0,3.0,6.0,Credit Card,Unknown,2023-02-15,February,Wednesday,Weekday
TXN_6727985,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-06-16,June,Friday,Weekday
TXN_1755661,Salad,5.0,5.0,25.0,Unknown,In-store,2023-07-14,July,Friday,Weekday
TXN_9899571,Unknown,2.0,5.0,10.0,Credit Card,Takeaway,2023-02-18,February,Saturday,Weekend
TXN_5692316,Smoothie,1.0,4.0,4.0,Digital Wallet,Unknown,2023-06-22,June,Thursday,Weekday
TXN_2062269,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-08,September,Friday,Weekday
TXN_2160316,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-10-24,October,Tuesday,Weekday
TXN_4220743,Sandwich,4.0,4.0,16.0,Unknown,In-store,2023-10-22,October,Sunday,Weekend
TXN_2726843,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-05-31,May,Wednesday,Weekday
TXN_9969283,Sandwich,3.0,4.0,12.0,Digital Wallet,Unknown,2023-10-26,October,Thursday,Weekday
TXN_8540115,Unknown,2.0,1.5,3.0,Unknown,Unknown,2023-06-26,June,Monday,Weekday
TXN_8313892,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-11-29,November,Wednesday,Weekday
TXN_3131761,Smoothie,1.0,4.0,4.0,Unknown,Takeaway,2023-10-18,October,Wednesday,Weekday
TXN_1243964,Unknown,3.0,1.5,4.5,Unknown,Takeaway,2023-12-01,December,Friday,Weekday
TXN_1856112,Salad,3.0,5.0,15.0,Credit Card,Unknown,2023-06-08,June,Thursday,Weekday
TXN_4532651,Coffee,2.0,2.0,4.0,Unknown,In-store,2023-09-13,September,Wednesday,Weekday
TXN_4083736,Coffee,1.0,2.0,2.0,Unknown,In-store,2023-08-21,August,Monday,Weekday
TXN_4493176,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-10-14,October,Saturday,Weekend
TXN_6712994,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-02,October,Monday,Weekday
TXN_1840566,Coffee,4.0,2.0,8.0,Unknown,Unknown,2023-01-05,January,Thursday,Weekday
TXN_6257776,Juice,5.0,3.0,15.0,Cash,In-store,2023-10-28,October,Saturday,Weekend
TXN_9039165,Sandwich,4.0,4.0,16.0,Unknown,Takeaway,2023-03-10,March,Friday,Weekday
TXN_7056051,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-03-10,March,Friday,Weekday
TXN_3869150,Cookie,3.0,1.0,3.0,Cash,Unknown,2023-03-26,March,Sunday,Weekend
TXN_3604156,Coffee,3.0,2.0,10.0,Credit Card,Takeaway,2023-11-08,November,Wednesday,Weekday
TXN_2018236,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-04-19,April,Wednesday,Weekday
TXN_4430176,Sandwich,4.0,3.0,16.0,Credit Card,Takeaway,2023-08-27,August,Sunday,Weekend
TXN_6073195,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-13,September,Wednesday,Weekday
TXN_5245399,Unknown,5.0,3.0,10.0,Unknown,Unknown,2023-12-25,December,Monday,Weekday
TXN_4178872,Tea,1.0,1.5,1.5,Credit Card,Unknown,2023-01-25,January,Wednesday,Weekday
TXN_8836650,Smoothie,5.0,4.0,20.0,Unknown,Unknown,2023-05-22,May,Monday,Weekday
TXN_5882584,Cake,5.0,3.0,15.0,Unknown,In-store,2023-09-16,September,Saturday,Weekend
TXN_4291132,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-07,August,Monday,Weekday
TXN_1622123,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-01-05,January,Thursday,Weekday
TXN_2878078,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-12-15,December,Friday,Weekday
TXN_7134579,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-06,June,Tuesday,Weekday
TXN_6921057,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-07-10,July,Monday,Weekday
TXN_2335088,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-27,October,Friday,Weekday
TXN_9778859,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-06-05,June,Monday,Weekday
TXN_3850274,Juice,5.0,3.0,15.0,Unknown,Unknown,2023-09-08,September,Friday,Weekday
TXN_4428448,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-02-04,February,Saturday,Weekend
TXN_1062822,Juice,3.0,3.0,6.0,Credit Card,Unknown,2023-06-28,June,Wednesday,Weekday
TXN_6386662,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-12-04,December,Monday,Weekday
TXN_5491825,Cake,4.0,3.0,12.0,Cash,In-store,2023-06-09,June,Friday,Weekday
TXN_5330930,Cake,1.0,3.0,3.0,Unknown,In-store,2023-07-12,July,Wednesday,Weekday
TXN_5580933,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-10-19,October,Thursday,Weekday
TXN_3326110,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-08-13,August,Sunday,Weekend
TXN_5455079,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-30,November,Thursday,Weekday
TXN_5526475,Tea,4.0,1.5,6.0,Cash,In-store,2023-05-06,May,Saturday,Weekend
TXN_3800253,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-01-15,January,Sunday,Weekend
TXN_2091128,Cake,1.0,3.0,3.0,Credit Card,Unknown,2023-01-15,January,Sunday,Weekend
TXN_9169782,Juice,5.0,3.0,15.0,Credit Card,Unknown,2023-09-18,September,Monday,Weekday
TXN_4639621,Coffee,2.0,3.0,4.0,Unknown,In-store,2023-10-12,October,Thursday,Weekday
TXN_4432823,Unknown,5.0,4.0,20.0,Unknown,In-store,2023-02-10,February,Friday,Weekday
TXN_8138157,Unknown,2.0,4.0,8.0,Cash,Takeaway,2023-05-07,May,Sunday,Weekend
TXN_4134478,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-25,June,Sunday,Weekend
TXN_6298532,Smoothie,4.0,4.0,16.0,Digital Wallet,Unknown,2023-06-25,June,Sunday,Weekend
TXN_4997327,Coffee,2.0,2.0,4.0,Unknown,In-store,2023-03-19,March,Sunday,Weekend
TXN_9522899,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-03-19,March,Sunday,Weekend
TXN_4049949,Cookie,1.0,1.0,1.0,Unknown,Takeaway,2023-11-06,November,Monday,Weekday
TXN_7296498,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-05-19,May,Friday,Weekday
TXN_4706042,Salad,5.0,5.0,25.0,Unknown,In-store,2023-12-01,December,Friday,Weekday
TXN_2488987,Tea,5.0,1.5,7.5,Cash,In-store,2023-06-12,June,Monday,Weekday
TXN_6708156,Tea,5.0,1.5,7.5,Credit Card,Unknown,2023-11-26,November,Sunday,Weekend
TXN_7616002,Tea,2.0,1.5,3.0,Unknown,In-store,2023-11-08,November,Wednesday,Weekday
TXN_1865735,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-09-22,September,Friday,Weekday
TXN_5396450,Juice,3.0,3.0,9.0,Digital Wallet,Unknown,2023-12-09,December,Saturday,Weekend
TXN_5881757,Sandwich,3.0,4.0,12.0,Credit Card,Unknown,2023-08-15,August,Tuesday,Weekday
TXN_3404479,Unknown,4.0,4.0,16.0,Credit Card,Unknown,2023-08-23,August,Wednesday,Weekday
TXN_5342589,Tea,2.0,1.5,3.0,Digital Wallet,Unknown,2023-04-06,April,Thursday,Weekday
TXN_1987212,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-04-07,April,Friday,Weekday
TXN_5303275,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-09-18,September,Monday,Weekday
TXN_9193760,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-01-20,January,Friday,Weekday
TXN_8541074,Salad,4.0,5.0,20.0,Unknown,In-store,2023-11-08,November,Wednesday,Weekday
TXN_1075183,Tea,2.0,1.5,3.0,Credit Card,Unknown,2023-01-09,January,Monday,Weekday
TXN_9316158,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-10-31,October,Tuesday,Weekday
